47.3963935,16.4748417,0
47.3964557,16.4747438,0
47.3970667,16.4743605,0
47.3971694,16.4743028,0
47.3972041,16.4742128,0
47.3972001,16.4740894,0
47.3971484,16.4740131,0
47.3970410,16.4739132,0
47.3969058,16.4738309,0
47.3967268,16.4736958,0
47.3964416,16.4734191,0
47.3962178,16.4731788,0
47.3959553,16.4729027,0
47.3955815,16.4724092,0
47.3951599,16.4718335,0
47.3949173,16.4712871,0
47.3946907,16.4709228,0
47.3945196,16.4707525,0
47.3944441,16.4706056,0
47.3944759,16.4705175,0
47.3944441,16.4706056,0
47.3945196,16.4707525,0
47.3946907,16.4709228,0
47.3949173,16.4712871,0
47.3951599,16.4718335,0
47.3955815,16.4724092,0
47.3959553,16.4729027,0
47.3962178,16.4731788,0
47.3964416,16.4734191,0
47.3967268,16.4736958,0
47.3969058,16.4738309,0
47.3970410,16.4739132,0
47.3971484,16.4740131,0
47.3972001,16.4740894,0
47.3972041,16.4742128,0
47.3971694,16.4743028,0
47.3970667,16.4743605,0
47.3964557,16.4747438,0
